MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
2.1494,37.0,4.479923518164437,1.0975143403441685,1608.0,3.0745697896749515,37.79,-122.22,1.325
1.6198,30.0,4.357142857142857,1.0357142857142858,425.0,3.0357142857142856,37.79,-122.23,1.227
2.6042,46.0,4.489563567362429,1.0910815939278935,1647.0,3.1252371916508537,37.79,-122.22,1.247
2.5,49.0,4.3066037735849045,1.0613207547169812,1201.0,2.8325471698113214,37.79,-122.22,1.367
2.7969,38.0,4.626707132018209,1.078907435508346,2167.0,3.288315629742033,37.79,-122.22,1.4169999999999998
2.8365,34.0,4.5813953488372094,1.0794573643410852,1517.0,2.939922480620155,37.79,-122.21,1.392
3.0682,39.0,4.316810344827586,1.0775862068965518,1109.0,2.390086206896552,37.8,-122.21,1.565
4.9559,43.0,6.6923076923076925,1.0967032967032968,1115.0,2.4505494505494507,37.8,-122.2,2.73
4.7721,52.0,5.772388059701491,1.0932835820895523,706.0,2.6343283582089554,37.8,-122.2,2.171
3.4861,52.0,4.984419263456091,1.0070821529745042,1883.0,2.6671388101983005,37.8,-122.21,1.871
4.0977,48.0,5.242063492063492,1.0436507936507935,506.0,2.007936507936508,37.8,-122.21,2.2969999999999997
2.9844,50.0,5.260869565217392,1.059782608695652,462.0,2.510869565217391,37.79,-122.19,1.7990000000000002
3.8487,46.0,5.1152882205513786,1.0150375939849623,1059.0,2.6541353383458652,37.8,-122.2,2.033
4.0114,52.0,6.5451263537906135,0.9783393501805054,637.0,2.299638989169675,37.8,-122.19,2.634
4.6563,45.0,5.986784140969162,0.9933920704845814,1106.0,2.436123348017621,37.79,-122.19,2.318
2.3036,35.0,4.62051282051282,1.1769230769230772,1009.0,2.5871794871794878,37.79,-122.2,1.26
2.6667,49.0,4.2,0.9285714285714286,737.0,3.509523809523809,37.79,-122.2,1.22
2.6189999999999998,44.0,3.30142566191446,0.920570264765784,1354.0,2.757637474541752,37.79,-122.2,1.347
2.4167,45.0,4.462025316455696,1.1244725738396624,1530.0,3.2278481012658227,37.79,-122.21,1.3940000000000001
2.7788,45.0,4.210416666666666,1.1,1410.0,2.9375,37.79,-122.2,1.1540000000000001
2.6583,52.0,4.310204081632653,0.9142857142857144,792.0,3.2326530612244904,37.78,-122.21,1.426
3.0536,49.0,3.66530612244898,0.9959183673469388,779.0,3.179591836734694,37.78,-122.21,1.375
2.3906,44.0,4.865573770491802,1.1639344262295082,2269.0,3.719672131147541,37.78,-122.22,1.117
2.8015,40.0,3.659259259259259,0.8444444444444444,547.0,4.051851851851852,37.77,-122.22,1.148
2.489,51.0,4.165394402035624,1.178117048346056,1543.0,3.9262086513994916,37.78,-122.22,1.1909999999999998
2.2604,43.0,3.671480144404332,1.1841155234657041,836.0,3.0180505415162453,37.77,-122.21,1.0
2.0562,41.0,4.536656891495602,1.217008797653959,1024.0,3.002932551319648,37.77,-122.2,1.02
3.5398,52.0,5.4373522458628845,1.0472813238770686,1225.0,2.8959810874704486,37.78,-122.2,1.584
3.1167,39.0,4.659574468085107,1.0611702127659577,1071.0,2.848404255319149,37.78,-122.2,1.216
2.898,43.0,5.0206611570247945,1.037190082644628,1537.0,3.1756198347107434,37.77,-122.2,1.214
2.3125,44.0,4.399491094147582,1.0534351145038168,1240.0,3.1552162849872776,37.78,-122.21,1.028
3.5114,52.0,5.585131894484412,1.0671462829736211,1144.0,2.7434052757793763,37.77,-122.19,1.5119999999999998
4.3125,52.0,6.645333333333332,1.106666666666667,1109.0,2.957333333333333,37.78,-122.19,1.6440000000000001
3.875,33.0,3.0212765957446814,0.6595744680851063,575.0,12.23404255319149,37.78,-122.18,2.25
5.2328,49.0,5.660287081339713,0.9808612440191388,496.0,2.373205741626794,37.78,-122.19,1.742
5.2578,39.0,5.820754716981133,0.8962264150943396,236.0,2.2264150943396226,37.79,-122.18,2.53
3.9712,46.0,6.410334346504558,1.17629179331307,922.0,2.802431610942249,37.79,-122.18,2.081
6.2838,34.0,6.94871794871795,1.0,442.0,2.2666666666666666,37.8,-122.18,3.182
6.7527,23.0,7.064024390243902,1.024390243902439,955.0,2.9115853658536586,37.8,-122.18,2.858
7.0712,24.0,7.5895061728395055,0.9783950617283952,916.0,2.8271604938271606,37.77,-122.13,2.93
5.9849,22.0,6.528723945094052,1.0411794611082867,4985.0,2.5343162175902387,37.79,-122.16,3.71
3.6875,42.0,5.7078651685393265,0.9737827715355806,651.0,2.4382022471910108,37.78,-122.17,1.5730000000000002
3.2984,50.0,5.78169014084507,1.1338028169014085,713.0,2.51056338028169,37.78,-122.18,1.607
3.875,49.0,4.933701657458563,0.9779005524861878,468.0,2.585635359116022,37.78,-122.17,1.406
4.175,52.0,5.396694214876033,1.0578512396694215,296.0,2.446280991735537,37.78,-122.17,1.44
1.871,31.0,5.36283185840708,1.1792035398230087,1360.0,3.008849557522124,37.77,-122.17,0.907
1.9356,41.0,4.490140845070423,1.0338028169014084,1074.0,3.0253521126760563,37.76,-122.17,0.9059999999999999
2.1842,47.0,5.544502617801046,1.081151832460733,965.0,2.526178010471204,37.76,-122.17,1.079
2.2917,37.0,4.921875,1.11875,933.0,2.915625,37.76,-122.18,1.07
2.4333,38.0,4.983050847457627,1.1214689265536724,987.0,2.7881355932203387,37.76,-122.17,0.982
1.9479,50.0,4.825203252032519,1.0609756097560976,907.0,3.6869918699186988,37.76,-122.18,0.895
3.2552,51.0,4.8105022831050235,1.0753424657534247,1173.0,2.6780821917808217,37.77,-122.18,1.2009999999999998
2.4659,52.0,5.782857142857143,1.1171428571428572,1030.0,2.9428571428571435,37.76,-122.19,0.9470000000000001
2.0469,41.0,4.484581497797357,1.1233480176211454,1412.0,3.110132158590309,37.77,-122.19,0.893
1.4097,37.0,4.017991004497752,1.1034482758620692,1925.0,2.886056971514243,37.76,-122.2,0.846
1.3194,19.0,4.244230769230769,1.0865384615384617,1481.0,2.8480769230769236,37.75,-122.19,0.8140000000000001
1.9479,26.0,4.2673267326732685,0.9801980198019802,984.0,3.247524752475248,37.76,-122.19,0.858
2.3456,42.0,4.3983739837398375,1.2520325203252032,380.0,3.089430894308943,37.74,-122.18,0.835
2.9063,42.0,4.590909090909091,1.085858585858586,646.0,3.2626262626262625,37.73,-122.18,0.8
2.4028,41.0,3.8961352657004826,1.0748792270531402,1481.0,3.5772946859903376,37.74,-122.17,0.977
2.15,47.0,3.3795620437956204,0.978102189781022,327.0,2.3868613138686134,37.74,-122.17,0.972
2.4776,43.0,4.569832402234637,1.078212290502793,494.0,2.759776536312849,37.74,-122.17,1.016
2.1587,43.0,4.319648093841642,1.0879765395894427,1231.0,3.6099706744868034,37.73,-122.17,0.865
1.8438,35.0,4.623853211009174,1.1559633027522935,323.0,2.963302752293578,37.74,-122.18,0.905
2.2467,46.0,5.9406779661016955,1.1045197740112995,1339.0,3.7824858757062154,37.74,-122.18,0.889
1.325,46.0,4.825641025641025,1.117948717948718,621.0,3.1846153846153844,37.75,-122.18,0.871
1.6196,38.0,3.8301158301158305,1.0772200772200773,732.0,2.8262548262548264,37.75,-122.17,0.851
1.9167,36.0,7.506666666666668,1.7533333333333334,482.0,3.2133333333333334,37.75,-122.19,0.828
2.5043,41.0,5.465217391304347,1.1782608695652177,828.0,3.6,37.75,-122.17,0.9229999999999999
1.4375,48.0,5.017191977077363,1.1174785100286533,935.0,2.679083094555874,37.75,-122.17,0.9
3.1587,47.0,5.394594594594595,1.1405405405405404,597.0,3.227027027027027,37.75,-122.17,1.004
4.6696,46.0,6.049668874172187,1.0165562913907285,881.0,2.9172185430463577,37.76,-122.16,1.643
6.0749,39.0,6.751851851851852,1.0592592592592591,763.0,2.8259259259259264,37.76,-122.15,1.969
4.8304,27.0,6.278873239436621,1.028169014084507,1297.0,3.6535211267605634,37.77,-122.14,2.7910000000000004
5.37,26.0,6.127579737335835,0.9212007504690432,1222.0,2.292682926829268,37.76,-122.13,2.7539999999999996
6.8323,33.0,6.603960396039604,0.99009900990099,579.0,2.866336633663366,37.75,-122.14,2.559
5.0,41.0,6.790123456790122,1.0277777777777777,1476.0,2.2777777777777777,37.74,-122.13,2.489
3.225,44.0,5.854984894259819,1.2054380664652569,946.0,2.8580060422960725,37.75,-122.15,1.358
3.1458,41.0,4.481675392670157,0.9319371727748692,571.0,2.9895287958115184,37.74,-122.15,1.306
2.537,24.0,4.637305699481865,1.1761658031088082,1137.0,2.94559585492228,37.75,-122.16,1.079
1.8235,40.0,4.7011494252873565,1.1264367816091954,928.0,3.555555555555556,37.75,-122.16,0.9520000000000001
3.8047,35.0,5.015037593984962,1.0526315789473684,406.0,3.0526315789473686,37.75,-122.16,0.943
2.2917,34.0,4.367857142857143,1.0035714285714286,824.0,2.9428571428571435,37.74,-122.17,0.925
4.0417,43.0,5.2,1.0169491525423728,826.0,2.8,37.74,-122.16,1.094
2.625,47.0,4.963855421686747,1.3433734939759037,533.0,3.210843373493976,37.74,-122.16,0.982
5.337999999999999,52.0,5.608391608391608,0.9195804195804196,594.0,2.0769230769230766,37.9,-122.29,2.7089999999999996
3.4732,52.0,5.9628647214854125,1.1193633952254642,870.0,2.3076923076923075,37.89,-122.29,2.4619999999999997
3.1375,52.0,4.8190184049079745,1.0705521472392638,693.0,2.125766871165644,37.89,-122.29,2.291
3.0208,36.0,3.902173913043478,1.0615942028985508,518.0,1.8768115942028984,37.89,-122.3,2.063
1.7375,37.0,3.3127705627705626,1.0064935064935066,2556.0,2.7662337662337664,37.88,-122.34,3.5
3.8672,50.0,5.334801762114537,1.1497797356828194,523.0,2.303964757709251,37.88,-122.29,2.167
5.0551,52.0,5.1489361702127665,0.9952718676122932,940.0,2.2222222222222223,37.89,-122.29,2.322
7.9556,52.0,7.56,0.9927272727272728,684.0,2.4872727272727277,37.9,-122.27,3.7439999999999998
6.1739999999999995,52.0,7.639830508474576,1.0169491525423728,572.0,2.4237288135593222,37.9,-122.27,3.588
8.8342,52.0,8.345205479452055,1.021917808219178,975.0,2.6712328767123292,37.89,-122.27,4.305
4.9083,52.0,6.749253731343282,0.9791044776119404,819.0,2.444776119402985,37.9,-122.28,3.468
4.5893,52.0,6.27371273712737,1.1056910569105691,835.0,2.2628726287262872,37.89,-122.28,2.9010000000000002
4.125,52.0,5.371663244353184,0.971252566735113,1085.0,2.2279260780287475,37.89,-122.28,2.7089999999999996
7.266,52.0,7.436619718309858,1.0309859154929577,973.0,2.740845070422535,37.89,-122.27,3.7110000000000003
5.3989,52.0,7.272058823529411,1.0772058823529411,723.0,2.6580882352941178,37.89,-122.27,3.3560000000000003
7.8336,37.0,6.132596685082872,0.9254143646408841,903.0,2.4944751381215466,37.9,-122.26,3.713
7.5385,37.0,6.666666666666668,1.0155555555555555,987.0,2.1933333333333334,37.89,-122.25,3.5
6.2425,52.0,6.314356435643563,1.0321782178217822,894.0,2.2128712871287126,37.88,-122.26,3.918
4.2813,52.0,5.410628019323672,1.0434782608695652,1232.0,1.9838969404186797,37.88,-122.27,2.8489999999999998
3.5417,52.0,4.613079019073568,1.0653950953678477,669.0,1.8228882833787463,37.88,-122.27,2.875
4.1912,52.0,5.763285024154589,0.966183574879227,506.0,2.4444444444444446,37.88,-122.28,2.545
3.1065,48.0,4.978947368421053,1.0315789473684212,1034.0,2.176842105263158,37.88,-122.29,2.292
2.9926,46.0,4.458823529411765,1.04,920.0,2.164705882352941,37.88,-122.29,1.921
3.556,52.0,4.342105263157896,1.0394736842105263,841.0,2.2131578947368418,37.88,-122.29,1.7930000000000001
2.9,46.0,4.6394366197183095,1.0591549295774647,854.0,2.4056338028169013,37.88,-122.3,1.4480000000000002
3.2344,52.0,5.563953488372092,1.0930232558139534,403.0,2.3430232558139537,37.88,-122.28,2.455
2.6684,50.0,3.5445736434108532,1.0387596899224807,1129.0,2.187984496124031,37.87,-122.29,1.8559999999999999
3.875,52.0,4.387254901960786,0.9705882352941176,386.0,1.8921568627450982,37.87,-122.29,1.8259999999999998
3.0060000000000002,52.0,4.701970443349754,1.0246305418719213,811.0,1.997536945812808,37.88,-122.28,2.279
2.8676,46.0,4.122969837587006,1.034802784222738,805.0,1.867749419953596,37.87,-122.28,2.12
1.7778,30.0,3.447058823529412,1.0329411764705885,862.0,2.028235294117647,37.87,-122.27,2.688
2.52,37.0,4.251623376623376,1.1071428571428572,1152.0,1.87012987012987,37.88,-122.27,2.778
4.2788,52.0,4.614457831325301,1.0240963855421688,483.0,1.9397590361445785,37.88,-122.26,3.325
2.944,52.0,4.1239092495637,1.0541012216404886,1558.0,2.7190226876090753,37.88,-122.26,3.389
2.5562,42.0,4.161137440758294,1.1018957345971565,2184.0,5.175355450236967,37.87,-122.25,3.714
1.4012,52.0,3.105714285714286,1.06,3337.0,9.534285714285714,37.87,-122.26,1.75
1.1859,52.0,2.9220231822971545,1.0516332982086407,1721.0,1.8134878819810327,37.87,-122.26,2.417
1.7464,35.0,3.218,1.1079999999999999,1675.0,1.675,37.87,-122.27,2.167
2.8846,49.0,3.8571428571428568,1.0514285714285714,707.0,2.02,37.87,-122.27,2.113
2.7372,52.0,4.443804034582133,1.005763688760807,1424.0,2.0518731988472623,37.87,-122.27,2.102
3.8594,52.0,4.962962962962963,1.031746031746032,393.0,2.0793650793650795,37.86,-122.28,1.964
3.5625,52.0,5.348082595870205,1.0412979351032448,828.0,2.4424778761061945,37.87,-122.28,1.9169999999999998
2.525,46.0,3.947040498442368,1.0093457943925233,792.0,2.467289719626168,37.87,-122.29,1.659
2.8214,52.0,4.794797687861272,1.060693641618497,788.0,2.2774566473988442,37.86,-122.28,1.643
1.9483,50.0,4.413854351687388,1.078152753108348,1354.0,2.4049733570159857,37.86,-122.29,1.505
1.9327,52.0,4.564044943820225,1.0112359550561798,958.0,2.152808988764045,37.86,-122.28,1.699
2.4167,52.0,5.002227171492205,1.051224944320713,1005.0,2.2383073496659245,37.85,-122.28,1.527
2.5417,49.0,4.956521739130435,1.0507246376811594,924.0,2.231884057971014,37.86,-122.27,1.827
3.3906,52.0,5.583798882681563,1.164804469273743,780.0,2.17877094972067,37.86,-122.28,1.7930000000000001
2.5652,52.0,4.727987421383649,1.0864779874213837,1582.0,2.4874213836477987,37.86,-122.28,1.577
2.2845,41.0,3.897887323943662,0.9683098591549296,1213.0,2.13556338028169,37.86,-122.28,1.531
2.6071,52.0,4.074906367041199,1.142322097378277,486.0,1.820224719101124,37.86,-122.27,2.5
1.6307,35.0,2.9626865671641784,1.0011481056257177,3276.0,1.8805970149253728,37.86,-122.26,2.536
2.9044,52.0,4.404282115869019,1.0478589420654911,1493.0,1.880352644836272,37.86,-122.26,2.574
2.9405,52.0,5.5581737849779085,1.0957290132547866,1461.0,2.1516936671575846,37.86,-122.26,2.895
3.0417,48.0,4.690631808278867,1.1263616557734204,1656.0,3.607843137254902,37.86,-122.25,4.896
5.0463,52.0,5.79322033898305,1.0779661016949154,719.0,2.4372881355932203,37.86,-122.25,4.563
2.7054,52.0,5.001226993865031,1.1288343558282208,1800.0,2.208588957055215,37.85,-122.27,1.8230000000000002
1.5817,52.0,5.43801652892562,1.1735537190082646,875.0,2.4104683195592287,37.85,-122.27,1.536
2.2841,52.0,4.35064935064935,1.0779220779220782,152.0,1.974025974025974,37.85,-122.27,1.063
2.2625,48.0,4.427038626609441,1.03862660944206,1054.0,2.2618025751072963,37.85,-122.28,1.329
2.6997,52.0,4.062745098039216,1.0627450980392157,1623.0,2.1215686274509804,37.83,-122.28,1.2690000000000001
4.0018,14.0,3.5860555826426133,1.1740614334470991,3100.0,1.5114578254509996,37.84,-122.3,1.4380000000000002
8.1872,52.0,8.268292682926829,1.0325203252032522,1005.0,2.7235772357723578,37.82,-122.23,4.6610000000000005
12.3804,52.0,9.122715404699738,1.0339425587467364,1192.0,3.112271540469974,37.82,-122.23,5.00001
6.155,52.0,7.0480769230769225,0.9942307692307693,1470.0,2.8269230769230766,37.82,-122.24,3.986
5.882999999999999,52.0,6.21608040201005,1.0125628140703518,1104.0,2.7738693467336684,37.82,-122.25,3.407
5.2128,52.0,5.862934362934363,0.996138996138996,1242.0,2.3976833976833976,37.76,-122.23,2.8989999999999996
5.2915,52.0,8.123456790123457,1.0925925925925926,378.0,2.333333333333333,37.76,-122.23,3.33
3.6417,52.0,4.5871313672922245,1.03485254691689,885.0,2.3726541554959786,37.77,-122.24,2.063
3.0161,52.0,4.673721340388006,0.9982363315696648,1468.0,2.5890652557319225,37.77,-122.25,2.157
3.4531,52.0,5.784090909090909,1.2121212121212122,825.0,3.125,37.77,-122.25,2.088
4.3098,52.0,5.436708860759493,0.9936708860759492,429.0,2.7151898734177213,37.77,-122.25,1.979
3.7708,52.0,4.611320754716981,0.9962264150943396,630.0,2.3773584905660377,37.78,-122.27,2.153
2.5444,30.0,4.847953216374268,1.016374269005848,3668.0,4.290058479532164,37.79,-122.28,2.75
2.6447,42.0,5.7408450704225364,1.036619718309859,2037.0,5.738028169014084,37.77,-122.3,2.0
2.5762,29.0,4.048703849175177,1.0950510604870385,3741.0,2.93872741555381,37.78,-122.28,1.734
1.9427,42.0,4.136666666666667,1.03,821.0,2.736666666666667,37.78,-122.29,1.022
2.5139,50.0,4.547400611620796,0.9357798165137616,730.0,2.2324159021406733,37.78,-122.28,2.19
4.1667,52.0,4.768595041322314,1.0385674931129476,872.0,2.402203856749311,37.77,-122.27,2.258
2.7115,52.0,3.741794310722101,1.052516411378556,849.0,1.8577680525164115,37.77,-122.27,2.208
3.3269,52.0,4.61003861003861,1.079150579150579,1121.0,2.164092664092664,37.77,-122.27,2.345
3.2685,52.0,4.844943820224719,1.0292134831460673,872.0,1.9595505617977529,37.77,-122.25,2.542
4.7778,52.0,5.269360269360269,1.0606060606060606,637.0,2.1447811447811453,37.77,-122.26,3.5180000000000002
