text,label
id be more vulnerable that way but opening up yourself to feel emotions isnt that making you more vulnerable,4
i cant help but feel shaken up and irritation at what happened and how it couldve been avoided,4
i nodded no and smiled up at her feeling suddenly shy and tongue tied,4
i can feel it s pain and there s a strange man too,4
ill feel hesitant about msg ing ws to ask him how he is and stuff,4
i feel peace and i feel hope without which i have been distraught and dissatisfied or overthinky which leads to both,4
i suppose we all feel a little inhibited when it comes to picking up the phone and calling someone we re not very close to anymore,4
ive realized is that while im certainly not shy about my feelings i am reluctant to share them amp really open up about things that matter to me because i dont like to create controversy or offend anyone,4
i spent much of the weekend about seconds from tears partly out of exhaustion and partly just feeling vulnerable,4
ive gone back to closing myself in my room after being just fine out in the living room because when i sit out there i feel agitated and like im gonna snap,4
i feel a bit intimidated a bit embarrassed,4
i could feel strange winds in this time and i could consider where it was,4
i wear a cami i feel like it hardly shows and when i dont i am paranoid about my bra showing,4
i didnt feel shy around him i didnt have to pretend to hold it together,4
i was feeling unsure about my new goal that had been an old goal from three years prior,4
i am feeling distraught that i havent caught more of her life on camera,4
i was feeling skeptical again for i loathed the sappy production of the best of times that was performed for the telecast,4
before the examn,4
i feel more vulnerable more inadequate and more flawed than i ever have before and that can be painful at the end of a long day,4
ive heard its just a fun icebreaker for the older sibling who has no idea whats going on and may feel threatened,4
i have felt weird talking about this with anyone because i feel like im being uptight or something because im not really a drinker,4
i feel so confused about it cause theyre the only person that i have open up to,4
i am feeling a little bit terrified yes i will be honest,4
i know a lot of you who feel your fate is in your hands might get agitated by what i just said,4
i always find that the outfits i feel a bit unsure about get the most compliments so even if it feels a bit overboard at least you know youre going to attract attention,4
im still feeling shaken by the experience,4
i feel fearful of rejection,4
i can do to sooth her to calm her to make her feel less frightened,4
i am so lucky to have a great team and supportive administrator to work with but i hate feeling unsure about what i am doing,4
im also feeling apprehensive about labor,4
im always one for change yet this year i feel hesitant and slightly well afraid,4
i am just now starting to feel not so terrified of being outdoors for more than minutes,4
i feel threatened by the ugly head of cynicism toward my home country that travelers often grapple with,4
i feel this album just doesnt quite tick all the boxes for me and as such falls just shy of being a great album,4
i feel threatened or was there any contention,4
i am actually feeling rather apprehensive now i have seen the nutrition plan and exercise plans on the web,4
i had my orientation on saturday and am feeling slightly intimidated by how much experience a lot of the other students in my cohort have,4
i often as charles stanley says he did went to bed feeling scared and asking god to save me over and over again,4
i went to the grave park i do that sometimes anytime i feel extremely overwhelmed with life thats my hide out,4
i feel less reluctant to take photos of strangers when theyre defocused,4
i get the feeling were being tortured,4
i really do feel uncomfortable not being able to read people well,4
i went from not knowing what to do with myself and feeling terrified about my future to having a million opportunities before me and feeling terrified about my future,4
i certainly realize that im not going to be struck down should i remove my hammer but i admit that i feel somewhat unprotected at the thought of not having it on,4
i feel restless like i ought to be doing something but my body won t let me,4
i am feeling very uncertain about everything but why should that stop me from packing up my things,4
i felt myself grabbing my stomach and feeling fearful someone would bump me,4
i did not enjoy the session itself but at no time did i feel threatened upset offended or frightened,4
i do have the feeling that you are hesitant about me examining you,4
i feel my heart becoming restless anxiety trying to get a hold of me every now and then i feel the tension taking over i m so distracted by everything but you say it s gonna be ok you are with me every step of the way i don t need to know where i m gonna go just as long as you lead the way,4
i always feel a bit neurotic at the beginning of the semester,4
i won t go to south africa i won t be there to feel myself tortured i won t even watch it on tv rueda said and his words were published by the local press,4
i love them a lot but i feel so shy heh heh,4
i am feeling a bit strange never felt that ever but should i really stop writing blogs now,4
i feel rather distressed now actually,4
i feel like seeing if someone else is on fb but maybe im being paranoid,4
i feel so helpless at times but we have to live with what we get,4
i cant shake the feeling that im starting to run faster and faster on a shaky foundation that i have less and less time to solidify,4
i am feeling apprehensive in a group i ask the other person questions the thing is i am interested in them and what they are doing and so a conversation develops,4
i have so many guy friends that have told me stories of shyness nervous about being too eager a begdate feeling intimidated and scared the girls they like would terrorise them for honesty,4
i will always get myself caught in a situation whereby i no longer know what i actually wants in life cause everything just feel uncertain,4
i choose to feel excluded because im usually terrified not to be why im not so sure,4
i do understand that most often it is the hardest to watch those that you love while you feel helpless,4
i feel overwhelmed and unsure where to begin,4
i don t feel intimidated at all even though the man outranks me as well as towers over me,4
i wonder if some people feel threatened by silence,4
i understand well and can act on without feeling overwhelmed,4
i feel as if my grandmother inhibited my childhood by living through my mother financially,4
i am feeling very pressured on everything,4
i suspect most doctoral students feel overwhelmed by information at the end of their first year,4
im feeling a little overwhelmed but i know that the lord knows i can do this,4
i sat up quickly feeling alarmed,4
i always feel helpless that i am not able to do something to sooth him from this pain,4
i just don t know and i feel anxty and frightened,4
i feel fearful who better to lift me and let me know that i ll be ok than myself,4
i feel all of my anxiety stems from the fact that im terrified of dying,4
i tend to be very distracted and if i cant walk away i get this closed in feeling where i cant adjust and everything is really anxious feeling,4
i started to feel less apprehensive about the whole thing,4
i do feel a little bashful about it,4
i feel like i can relate to the girl s story about being really shy,4
i get mixed states my thoughts are racing and i feel really agitated but also miserable and paranoid and have thoughts of harming myself,4
im feeling confused on how to view the revolution now,4
i should probably be thankful that they find these problems but instead feel skeptical about goodyear,4
i felt stupid because i was swallowing back tears as i spoke so that made me feel even more vulnerable than i normally would have,4
i was still feeling restless and decided to go to the store to see if i could find some small inexpensive little toy activity to help keep the kids occupied and entertained on our long flight to australia,4
im not sure whats gotten into me but ive been feeling so restless of late,4
i hear every word carefully and i feel confused apprehensive and frightened by all this but i know my father will not succumb,4
i feel confused and so uncertain of where im even at,4
i talk about it the more others tell me of their experiences amp feelings amp so often others will comment that the people in their lives expect them to forget that it happened or try again when they are terrified or simply don t want to,4
i really wanted in a friend pasted on someone my husband already likes and doesnt feel threatened by,4
i feel pressured when i start a drawing because i know that it will have to be posted online,4
i rarely feel skeptical when archaeologists announce that a new work of prehistoric ancient art was discovered or excavated,4
i feel i am about days shy of releasing novel number two on the edge here is a teaser for the reader,4
im not going to lie im feeling kind of shy,4
i feel like the government is afraid to address fgm because they fear dealing with our african cultures dukureh said,4
i feel hesitant to recommend them,4
i feel frightened if i leave something terrible like another,4
one year,4
im feeling a little nervous about winter to be honest,4
i feel incredibly vulnerable in terms of destiny and my contributions to a rich marriage,4
i was in the korean war we were attacked with mortars,4
i feel so confused recently for a few past weeks for exactly,4
i can t seem to stop writing about christianity in some way and i have to admit that i still feel weird writing about my faith because it is something so personal to me,4
i feel very helpless about the my surroundings there are lot of things going on and i cant do anything about it,4
i feel anguish for a family that was assaulted raped and systematically assassinated by u,4
i feel physically frightened or threatened,4
i did not feel threatened nor was its posture aggressive,4
i cant sleep i woke up about a half hour ago and i usually could get back to sleep but not today maybe cuz its the last day of school for seniors and i might finally feel frightened a little bit or just really anxious,4
i left out an important step feel threatened,4
i was feeling pretty unsure what to do next in site,4
i am left feeling distraught at what i heard and angry at the lack of interest in the west bank,4
i always feel agitated when my glasses break in real life theyre like my eyes because im blind,4
ive still got this weird problem of feeling weird,4
i am grumpy feel helpless and feel like things are looking a bit bleak,4
i know that feeling where i have to convince myself not to be insecure about something that i am secretly feeling extra insecure about,4
i spent so much time here at the computer recording everything leading up to surgery that it feels a little strange to be back here,4
i had a very horrible dream one night,4
i feel as though everyday my love for you becomes even stronger and i don t think i could handle it if i don t talk to you even for a day initially i was terrified to love you because i was afraid that you would hurt me but i did nonetheless and it is the greatest thing i ve ever done,4
i was telling my husband the other day that i am feeling a little frantic deep down inside,4
i feel a lot of newer dms are hesitant and inexperienced with,4
i feel vulnerable when i think about everyone knowing,4
i feel slightly neurotic leave a comment,4
i was in form five at the boarding school and my friends and i had gone drinknig beer in the nearby village and we were caught red handed there by a form master,4
i was not loving myself i was not truly loving others all simply because i didnt want to feel vulnerable,4
i have been feeling very overwhelmed with our finances,4
i can t help but feel anxious not knowing for sure if ern is going to be truly happy about it wondering if we can adjust nicely as a family,4
i frowned feeling suspicious,4
i still feel terrified like hell until its over,4
i feel very doubtful about,4
i found was this bubble toy that described how i would stuff all my emotions feeling helpless to ever get out of this cycle of physical temptation and being close to the lord,4
i get a certain level of attention i start to feel threatened like an animal cornered in a barn,4
i find myself at work where i am constantly feeling pressured by people to do things outside of work together as in they invite me to maybe a weekend party or fourth of july party,4
i am feeling a bit intimidated,4
im absolutely petrified to love you i havent felt like this in four years and even though i know what im feeling im constantly terrified that you dont feel the same,4
im also feeling a bit restless and frustrated that these new things havent come around already but the anticipation is the fun part anyway so its all good,4
i can express thoughts or feelings i may be hesitant to voice in the real world,4
i feel like my arrangements are a little too uptight so today i did some flower therapy,4
i hope to find more clarity on this issue i feel so indecisive about it,4
i do not feel insecure in corners with them at least,4
i now feel less doubtful towards that person about his her sincerity in rebuilding our relationship,4
i feel a little strange is that everything is sort of happening by word of mouth right now,4
i am feeling very overwhelmed,4
i feel even you know a little hesitant explaining this as a white australian woman,4
i feel strange sometimes,4
i know that once i feel vulnerable i try to get my sense of security back,4
i am not sugar coating all of my losing it posts i am just saying sometimes i feel like the responses are more frantic than the posts themselves,4
i always say that a dacoit can become a good vedantin if his energy is turned in a spiritual direction because he is absolutely fearless and has no deha adhyasa feeling i am the body but not a timid man,4
i feel so confused,4
i feel shaken and im sure that the few rounds of debauchery this weekend have alot to do with it,4
i just don t get why so many guys feel threatened by strong women,4
i drink day by day instead of going cold turkey and feeling like someone had assaulted me in the head with a lb brick and pulled off an all nighter,4
i often feel shy and reserved,4
i think this way too when i am feeling unsure about myself,4
i began to feel the most fearful and devouring hunger,4
i was going to try to leave it for another day or so to give the doll ample time to process his thoughts and come to me on his own without feeling pressured,4
i didnt know it was manageable let alone treatable and mostly it left me feeling out of control and terrified and insane,4
i want to find qa man who will help me to realise all my fantasies ph feel really so timid tko write it,4
i feel cannot be shaken then why can i just let it all out why cant i cry why cant i be alive why am i dead dead inside inside this heart that stopped beating why is this feeling of death around me why cant i breath cant smell cant see why cant i touch why cant i live,4
i mean is i don t feel anxious or scared,4
i get the feeling that she was having second thoughts about meeting and got scared but i guess ill never know for sure,4
i feel timid about saying something,4
i was feeling distraught since i had very nearly if not in very truth rejected christ altogether,4
i know there are still major things i still feel fearful of im learning to embrace and enjoy the little things that come up and be thankful for an opportunity to see god work in our lives,4
i feel terrified i m going to be abandoned,4
i feel a bit fearful of him,4
i have had no reason to be as insecure as i really am i cant help but feel suspicious of the meaning behind my dream,4
i always feel shy when im with you,4
i cant stop over thinking i cant stop feeling paranoid and i cant stop thinking about your past,4
i feel myself hesitant in calling back because i fear the question about who am i dating and then not being able to even keep a poker voice if when deciding to avoid the the truth,4
i feel shy talking about embarrassing moments in my life and i feel lost in talking in complexity so my devout lover is my poetry,4
i told them that id been feeling vulnerable,4
i dont know this is just something i think about sometimes because i feel like i know you guys in some weird way so let me touch your inverted penises,4
i probably would stop myself from spending so much money on shopping i feel like dying now cos i feel so insecure with so little money in my account,4
when i was in a little fishing boat and we ran into hard weather in the open sea,4
i feel vulnerable,4
i still feel so doubtful,4
i have to disagree but must confess that im feeling paranoid about it now,4
i always feel restless everytime i had a fight with my bf,4
i had a feeling that i would not go into labor but i still was a little nervous,4
i dont know but i feel it and i am tortured,4
i also feel uncertain as to what lays in wait for my future,4
i was all the same feeling doubtful,4
i guess i know how she feels very apprehensive about all the noise going on around us right now,4
i have a feeling some people think its some overwhelming experience and theyre hesitant to actually go if theyve never been before,4
i feel anxious and panicky,4
i feel paranoid i guess,4
i feel frightened when weeks go by without cuddling or i felt secure when you told your parents we couldn t visit until my big project was over are examples of i statements,4
i cant wait and have been feeling nervous anxious all week,4
i made it a little over halfway through and i m just feeling more and more confused,4
i feel distressed when there s one claustrophobic girl block the escape route,4
i had no reason to doubt michael or feel threatened by him,4
i have something against a hysterical reaction to problems like climate change simply because some people feel so alarmed by it that they ve been preaching apocalyptic visions coming so near if we don t do this or that,4
i told keenan about the feeling i had and how i felt like i was being paranoid,4
i said feel strange and squirmy,4
i was drinking or maybe it was because i was already feeling unsure of how solid we really were but for the first time i got jealous,4
i still feel distressed,4
i tried to deny the feeling for i was scared to imagine what would happen if ever i d try to tell her how i feel about her,4
i still have the nightmares at times when i feel vulnerable i cannot forget i tried,4
i still feel uncomfortable thinking about it and a bit more uncomfortable writing about it now,4
i feel like i am in a wasp version of whose afraid of virginia wolff,4
i does not feel pressured to offer trite or forced resolutions to the stories but allows you to steep in the emotion and power of the relationships laid out on the page,4
i feel hesitant because the dissatisfaction involved is heavier from delight,4
ive been feeling anxious about some upcoming events in my life and ive been trying to reason with myself,4
i am feeling pretty shaky and sad,4
i could reopen the trade of course as the odds have now come back in with arsenals win today but for some reason i feel a bit more reluctant this time these things are of the moment so i think ill leave it alone from now,4
i were discussing this and why we feel strange about this person copying one more thing from my mom and possibly waving one more flag i was still reading christophers posts,4
i feel scared that i would never be treated as someones priced possession and all my life will be spent on arranging for myself the basic necessities of life,4
i feel helpless and depressed,4
i really feel afraid and trembling,4
i found it hard feeling uncertain about whether i would be able to progress in tv and find work in the future,4
i didn t feel afraid at that time,4
i was feeling a bit frantic about the situation and he saved the day,4
i just stood there gaping feeling helpless luhan actually shoved at him weakly,4
i begin to ask for the things that i want without worrying about how others will feel why am i so insecure,4
i tried to exist to protect myself in a bubble of existence barely conscious of the world turning feeling vulnerable and completely isolated but feeling the pain from the scars that cut into my soul,4
im ever feeling unsure about what to do with whatever is in my wardrobe lookbook,4
i am not a writer neither professional nor freelancer but i feel so agitated over the happenings of jammu that i am forced to write something,4
i have problems no one cares and i feel distraught that makes me mentally insane,4
i was feeling restless and not really too eager to jump from one city right to the next via a major highway,4
i feel frightened i realize i m having a nightmare,4
i got so used to the house shaking and moving from the consecutive blasts that it now feels weird when everything is still,4
i know that s a common feeling for many writers we re supposedly a shy lot that would rather write behind closed doors than get out there and promote,4
i am feeling very unprotected by my doctor,4
i feel intimidated id prolly do something that even strangers from the net knows how much of an attention seeking whore i am,4
i acknowledge means that despite this feeling despite the urges despite the uncomfortable ness and despite every inch of me wanting to give into the ed and go back to what i know i have to stay strong and keep moving forward,4
im left with the most common of decisions to make but i feel petrified as if i could really fuck up,4
i said and i think this is being a bit of a hard time and to go through that i feel i really should change a few things in me and one of those is certainly my shyness uncertain,4
i also feel a little shaky some times,4
i feel a bit apprehensive about this,4
i laughed and danced with joy and even took off all my clothes out joy because there is no one from whom i have to feel afraid ashamed or weak,4
i loved knowing that id be learning about birth from family and someone i already felt comfortable with i knew id be able to ask her questions about anything without feeling intimidated,4
i feel strange toward myself,4
i was parched and starting to feel a little shaky,4
i am feel so vulnerable and naked,4
i feel apprehensive about showing them the experimentation ive been doing because its just that experimentation,4
i drag my ass out of bed and begin the slow build up of finding ways to be in this physical life without feeling tortured all day long,4
i feel like im his girlfriend but sometimes im too timid to act like it,4
one evening i saw the old guardman i knew,4
i feel paranoid why would anyone friend me without explanation,4
im feeling pretty suspicious that she totally bailed and found someone else to go with,4
i feel shaken broken down i feel angry i feel like i care when no one cares back not do u try to work things out to each its own is our new concept and model,4
i feel that we could get to what you dont approve of another way besides criticism that way i wont feel threatened and it wont progress into an argument,4
i am choosing time on the beach because i don t really want to feel this i am terrified of it i choose to be present anyway,4
im sick of feeling so inhibited,4
i feel a little insecure or overwhelmed this is what i tell myself and it usually gets me going,4
i stop feeling so incredibly overwhelmed,4
i love it whenever he starts getting into whatever ernie was trying to get him to do then ernie loses interests making bert feel all confused and angry,4
i feel very shaky and want to cry but if i start i may not stop,4
i feel less overwhelmed without it being trapped inside my head,4
im discovering that i am moving out of my comfort zone and trying new things to cook and bake but i shouldnt feel pressured to always have to photograph or post them,4
i never stop feeling really shaken up by it,4
i feel doubtful about our connection as i wonder when the seeds of desire started to be sown either in her or in me,4
i feel a bit apprehensive about my soon to be new role as a breastfeeding peer supporter i feel determined to continue,4
i feel like i ve pressured him because i m going to see him soon,4
i feel shaky overly nervous and the lump in my throat feels like i have swallowed a tennis ball,4
i could call from inside a closet and admit that i was feeling overwhelmed and hiding from life and they would ask me what closet i was in and then arrive with a bottle of wine and sit in the closet with me until we both wanted a more comfy place to have a breakdown,4
i came to spot out some personal differences we have and that made me feel uncomfortable for some reason,4
i often feel helpless,4
i was so deeply absorbed into the story i was reading that i began to feel frantic and anxious at the thought of having to put the book down,4
i have no memory whatsoever of the content of those dreams i am not really disturbed by them other than the aftermath and feeling badly for having frightened my husband lying beside me and my son in his room next door when he s here on a visit,4
im dealing with a constant flow of feeling anxious,4
i feeling skeptical,4
i feel i should be fearful,4
i looked at the car from top to bottom while at the dealership looking for any defects and didn t find anything but i m still feeling paranoid,4
i can understand that he might feel insecure inside but for me,4
i feel kind of strange saying that because i have no idea what i am doing,4
im accustomed to feeling uncomfortable amongst normal people although it took until my forties before a diagnosis defined my uniqueness,4
i should turn to writing when im feeling overwhelmed,4
i can t help but still feel pressured and just tense,4
i feel tortured img src http acneadvocate,4
i immediately feel restless and try to shift my body weight forward or backward,4
i really hope that i am making a difference in peoples lives sometimes it seems like a daunting task and sometimes i feel unsure if i can really leave a footprint here in peru and make a difference that people will remember,4
i feel a little weird now,4
i feel hesitant to call this experience a mistake as i have learned a lot about myself and my likes and dislikes,4
i got that feeling in my guts that sort of restless gnawing,4
i was walking home from a place on southside and i live on northside and i was followed i headed my most direct route,4
i uses makes the reader feel just as nervous and mariam to be in the room mariam could feel jalil beside her shifting on his seat could sense the feet crossing and uncrossing beneath the table,4
i do like to brag about john wayne mostly because i feel he does not get the credit he deserves and im afraid he will be an actor that will be washed away and forgotten starting with this generation,4
i just feel so damn scared,4
i know at least one other person besides myself was feeling nervous and anxious about getting started,4
i feel unsure how to step off the speeding train we have been on,4
i feel paranoid like someone is following so closely on my coat tails that they will switch places with me and take everything that i love,4
i hate to feel so unsure and out of place i hate it that i cant find where or what or who i am or want to be,4
i hate feeling unsure about what i m going to do next year and every time someone asks me whether i m going to come back its a sharp reminder that i may not see them again forever,4
i really want to have that feeling that a couple has except im too timid undateable to acheive these results,4
im finding myself feeling so incredibly indecisive and reluctant to even commence solving problems,4
i am feeling a bit apprehensive about carrying an amount this large without any protection,4
i would feel anxious and thought there was something wrong with me because this was supposed to be the happiest time of my life,4
i guess one of the reasons i feel hesitant regarding some of the verses and the sentiment of psalm is explained in verse of titus for we too were once foolish disobedient deceived enslaved by various passions and pleasures living in malice and envy hateful detesting one another,4
i no longer keep a journal i still love looking through my old journals filled with scribbles doodles and little notes to myself for a dose of inspiration and gratitude when i m feeling uncertain or restless,4
i also feel the need to note she was in a strange bed not at her house and scraped her nose really good,4
i was confused unsure of my feelings unsure which floor i was stepping on,4
i should laugh when i see them but the reality is that i feel uncomfortable when they do it,4
i feel unsure if im on the right path,4
i feel agitated last thing i realized the hanging computer was bloody i digested all the ideas brought by dawn and incarnated all whats on my groggy intestines kick this moron out of my digestion,4
i remember feeling terrified when they were setting up for the viewing in mexico because it was going to be outside and they were going to place the casket near the entrance to the house and knowing i would be forced to see him,4
i read feel the fear and do it anyway by susan jeffers when i was feeling anxious and it really helped me,4
i know that i can get emotional support when i m feeling afraid of going back on my bike and i know that my team will carry my stuff if i don t feel ready to bike with all my gear,4
im feeling unsure,4
i just dont feel very suspicious of others,4
i was feeling tortured going in but it worked of course,4
i started back at work i have to admit that ive been feeling a little overwhelmed,4
i went but i did feel shaky,4
i despise feeling terrified i do love mysteries,4
i have been feeling a little overwhelmed of late and a little over inspired but unproductive,4
i do not feel pressured still,4
im hoping its normal and most bloggers go through a period of comparing themselves to others and feeling a little confused about what direction they want to take it in,4
i am feeling rather anxious,4
i wake up feeling damn agitated and irritated,4
i picked up the pace and kept up a decent clip feeling a weird bit of competitive walking come upon me getting a few miles in around,4
i just feel very reluctant to go back to aberdeen,4
i am feeling more than intimidated,4
i feel that terrorism has only agitated the public and has had little emotional effect of me,4
i know you want to fit in with the other kids but you have said that some of their words and behaviors make you feel uncomfortable,4
im feeling oddly hesitant,4
i could have put exclamation points after that but i don t know if i should feel alarmed yet,4
i feel particularly hesitant about disobeying any implicit mandates regarding jobs but that too is part of the conspiracy of silence,4
i feel a bit apprehensive about purchasing the first iteration of any handheld,4
im feeling restless lately,4
i feel so insecure and petty and silly honestly,4
i watch it feeling suspicious of anything and everything,4
i say if it takes you more than a few dates to feel it to feel uprooted a little to feel shaken dizzy out of control to feel unsure about what you thought you knew it isn t right,4
i do not recommend this and i feel distressed when i see people with health issues doing unsupervised fasts,4
i was trying to run because after swimming mile i was definitely feeling a bit shaky,4
i feel awfully frightened and uncertain about my own future,4
i never knew why i didn t feel like meeting him just that i didn t and it even slightly scared me,4
i anticipate my photos being edited and uploaded on facebook but i cant help feeling insecure because my photagraphers would upload a few unfavourable photos,4
im feeling slightly anxious,4
i went to my apartment around o clock with my mother to pick up the most of my stuff feels kinda weird to move out so suddenly and being at home when everyone else is in school,4
i feel like im a nun not just any nun but a reluctant one at that,4
i feel really insecure around my boy,4
i feel agitated when i see that girl is talking with someone else and laughing,4
i feel doubtful about the things i do,4
im so torn between my wants and my needs that its making me feel a little anxious,4
i found my platform feeling like something out of the warriors paranoid version,4
i feeling so confused,4
i hate going on holidays because when im not at school and i dont talk to the people who i say are my friends then i get all giddy and think that they dont like me anymore then i start to feel paranoid then ultimatly depressed,4
i feel really hesitant to use anything i buy or am given from there because i dont want it to disappear into the land of suds and bubbles,4
im feeling a little bit apprehensive about entering a new chapter again and having to prove myself all over again,4
i was feeling a little fearful if he could pull it off,4
i will start thinking worrying too much about the man i am currently involved with and feeling strongly about i will feel uncertain about how he feels about me,4
i feel restless i feel conflicted,4
ive decided i am sick of feeling unsure and afraid,4
i have been feeling really insecure about myself nowadays,4
i feel like ive been put here to be tortured teased disapointed with life,4
i feel a bit shaky,4
i tend to feel restless when there are big things i want to be working on things that feel important that will move me forward in life consequential projects that i just can t seem to get around to,4
i start to feel agitated lacking in patience and just down right cranky,4
im feeling uncertain and lack control in terms of my future and im really just trying to process it and gain some sense of control,4
i do feel a little anxious that things arnt clean or complete because she could come tomorrow but usually i am pretty calm,4
i have been feeling very very restless for a very long time read about two decades,4
i feel this strange sense of peace,4
i have been throwing up most nights i feel like i can eat anything if it just comes out anyway i am scared for my health being this fat some of my blood work is off and that scares me i am dying inside because of this i just dont know what to do i am just so overwhelmed from it all,4
i wondered if he was feeling a bit shy,4
i have lost the day and i feel weird,4
im feeling pressured to keep up,4
i feel hesitant to buy it,4
i exist is less than others because there are not as many people who feel threatened by my presence enough to strike out or kill as there are for say someone like cece mcdonald you should read up on her case if you aren t familiar,4
i am no longer accepted for who i am how i am it leaves me feeling unsure as to where i stand,4
i feel as though things are being shaken up great change is occurring profound learning and new directions are being taken,4
im sick of feeling vulnerable,4
i don t feel scared anymore,4
